listings.id,listings.host_id,listings.property_type,listings.room_type,listings.accommodates,listings.price,listings.security_deposit,listings.cleaning_fee,listings.guests_included,listings.extra_people,listings.minimum_nights,listings.availability_365,listings.cancellation_policy,listings.neighborhood_id
7760859,23262059,P1,R1,5,129,200,85,1,0,30,346,C1,2202
754941,3972699,P1,R1,4,99,100,49,2,7,2,304,C1,4188
9412357,183348,P1,R1,3,45,100,25,2,5,3,56,C1,2233
554531,2664857,P5,R1,3,90,500,55,1,0,3,339,C1,2233
920550,1328372,P1,R1,3,55,800,24,2,10,3,14,C1,2233
12729562,16615461,P1,R1,2,59,90,20,1,0,1,215,C2,2233
16902321,62940071,P1,R1,4,125,200,80,1,0,4,364,C1,2233
7928883,5474622,P1,R1,4,65,300,30,2,10,2,300,C1,2233
16342580,12568447,P1,R1,3,70,150,15,2,0,2,362,C3,2233
535436,2307268,P1,R1,5,110,400,40,4,10,5,311,C1,2233
6619997,33958042,P1,R1,2,46,250,30,1,0,7,328,C1,2233
2823976,4044508,P1,R2,2,59,300,30,1,15,3,347,C1,2233
12573318,10334174,P1,R1,4,80,300,20,2,7,3,305,C3,2233
13093883,67598713,P1,R1,2,80,300,17,1,0,2,358,C2,2233
1017554,5600254,P1,R1,2,75,300,15,1,0,2,19,C1,2233
13570016,7718423,P1,R1,2,50,200,40,1,0,3,35,C1,2233
701878,3239549,P1,R2,1,60,300,30,1,0,2,220,C1,2233
646400,3239549,P1,R2,1,65,300,30,1,0,1,287,C1,2233
5959419,26483112,P1,R2,2,40,200,15,1,0,2,88,C2,2233
8708841,26483112,P1,R2,3,60,250,18,2,20,2,83,C2,2233
8677546,26483112,P1,R1,5,130,750,30,4,25,2,0,C2,2233
3826033,7067002,P1,R1,2,52,400,10,2,0,2,259,C1,2233
3436510,4697639,P1,R1,3,45,400,30,1,0,2,119,C2,2233
4102862,20718856,P1,R1,2,50,200,20,1,0,2,365,C2,2233
7523239,5233685,P1,R1,4,73,400,24,2,10,2,360,C3,2233
16293188,97916688,P1,R1,4,80,150,48,1,0,1,6,C1,2233
856042,4009300,P1,R1,4,65,500,20,2,20,10,305,C1,2233
9251722,44504694,P1,R1,2,40,200,20,2,0,4,0,C1,2233
232437,515870,P1,R1,2,100,300,20,4,0,5,22,C1,2233
3274462,1476680,P1,R1,4,50,500,25,2,25,5,138,C1,2233
8025112,42372669,P1,R1,2,55,150,15,1,0,4,31,C3,2233
14692862,91367567,P1,R1,4,58,250,20,2,5,7,26,C3,2233
9485098,152242,P1,R1,3,140,900,55,1,0,3,365,C1,2233
15156922,62509540,P1,R1,4,119,200,65,1,0,1,166,C1,2233
3826119,81740,P1,R1,6,140,400,40,2,15,3,304,C2,2233
1354235,7349915,P1,R1,4,50,500,30,1,10,3,300,C2,2233
5303448,21760523,P1,R1,4,76,300,15,2,12,2,21,C3,2233
13353617,75716596,P1,R1,2,50,300,20,1,0,1,88,C2,2233
11953214,5233945,P1,R3,1,21,350,8,1,0,1,75,C1,2233
10682598,31531079,P1,R1,2,45,500,7,1,0,3,15,C1,2233
9433122,48892443,P1,R1,3,55,500,40,1,0,6,358,C1,2233
2010190,10344716,P1,R1,4,90,300,40,2,30,2,294,C1,2233
636035,2664648,P3,R2,2,32,100,15,1,0,1,339,C1,2233
549295,2664648,P3,R2,2,30,100,15,1,0,1,170,C1,2233
565122,2664648,P3,R2,2,25,100,15,1,0,1,358,C1,2233
541941,2664648,P3,R2,2,24,100,15,1,0,1,165,C1,2233
16377913,1466866,P1,R1,8,180,600,100,1,0,3,253,C1,2233
5000587,25636645,P1,R1,4,90,350,35,4,25,5,101,C2,2233
2916821,707839,P1,R1,2,65,400,15,1,0,4,325,C3,2233
10524559,6984525,P1,R1,2,93,500,30,1,0,3,364,C2,2233
5099175,25624153,P3,R1,7,158,700,60,4,35,4,296,C1,2233
1575909,8366762,P1,R1,2,30,150,30,1,0,7,0,C1,2233
16158811,2510995,P5,R2,2,46,100,10,1,10,2,74,C2,2233
15660160,101047878,P1,R1,2,78,500,10,1,5,2,90,C2,2233
3547566,17859613,P1,R1,2,60,200,25,2,0,2,365,C1,2233
16661630,110175279,P1,R1,4,70,250,35,2,10,3,28,C2,2233
7495141,39255292,P1,R1,2,64,400,20,1,0,3,215,C1,2233
13919940,82632105,P1,R1,4,40,200,10,2,6,2,6,C2,2233
571966,2815155,P5,R1,3,70,300,50,2,0,5,178,C1,2233
3434134,17307632,P1,R1,2,62,350,25,1,0,5,365,C3,2233
13122702,4282365,P1,R1,2,44,250,15,2,15,3,20,C2,2233
1434168,7708106,P1,R1,6,80,500,35,3,10,2,78,C1,2233
505700,2492921,P5,R1,2,100,500,20,2,0,2,363,C2,2233
621726,3081460,P1,R1,4,80,250,30,2,10,3,33,C3,2233
11416729,22129237,P1,R1,2,31,200,20,1,0,1,0,C1,2233
8074026,3797654,P1,R1,2,55,400,20,2,0,2,362,C3,2233
15916017,103257868,P1,R1,2,50,150,40,1,0,3,0,C3,2233
1231168,4905826,P1,R1,3,80,150,20,1,0,2,353,C2,2233
14208520,11147345,P1,R1,4,60,400,20,2,15,2,90,C2,2233
10290593,52935362,P1,R1,4,40,300,20,2,10,1,186,C3,2233
259807,1363515,P1,R1,8,148,700,50,4,25,5,151,C1,2233
15035304,40975706,P1,R1,2,47,150,20,1,0,4,33,C2,2233
13568190,17435383,P1,R1,6,85,300,30,4,15,2,14,C3,2233
3459354,17435383,P1,R1,6,69,300,30,1,0,4,7,C2,2233
17108677,96836979,P1,R3,1,26,300,5,1,20,1,5,C1,2233
15715385,13593572,P1,R2,2,38,300,15,1,0,1,90,C2,2233
17689221,63274338,P1,R1,2,60,100,5,2,20,3,0,C3,2233
3165058,16053822,P1,R1,4,40,400,15,2,15,1,0,C2,2233
726193,3757169,P1,R1,4,65,200,15,2,10,2,364,C3,2233
5169303,26735274,P1,R1,3,75,300,50,1,0,7,357,C2,2233
5789454,29578072,P1,R1,2,70,300,20,1,5,2,179,C2,2233
8207161,2807938,P1,R1,4,65,400,80,1,12,2,288,C1,2233
2118917,10804333,P1,R1,2,35,200,5,2,10,29,265,C1,2233
2519566,12898477,P3,R1,13,290,500,50,1,0,7,44,C2,2233
14330975,1554780,P1,R1,4,78,500,30,2,10,1,30,C2,2233
5517076,9791930,P1,R1,5,95,400,30,1,0,2,69,C2,2233
1985847,2693661,P1,R1,4,90,300,30,2,25,2,81,C1,2233
13259297,12789301,P1,R1,2,45,800,10,1,0,1,0,C2,2233
17693793,7396430,P1,R1,1,27,100,10,1,5,3,17,C3,2233
7318264,38339089,P1,R1,6,99,300,20,2,15,3,17,C3,2233
10918376,1701101,P1,R1,6,110,500,60,4,5,7,294,C1,2233
3715240,18964887,P1,R2,1,34,500,10,1,0,1,24,C3,2233
3184459,16144936,P1,R1,2,34,300,30,1,0,3,0,C1,2233
645994,3236149,P1,R1,2,50,250,50,1,0,2,238,C2,2233
12746810,44268878,P1,R1,4,40,250,75,1,35,7,0,C1,2233
17268058,53862899,P1,R1,2,55,200,20,1,18,2,2,C3,2233
17216308,27375202,P1,R1,2,54,100,20,1,0,3,154,C2,2233
3259229,9114838,P1,R1,2,110,500,40,2,10,6,288,C1,2233
8887004,8683574,P1,R1,3,52,200,15,2,10,4,58,C2,2233
12580849,14491060,P1,R1,2,60,250,13,1,0,5,309,C1,2233
9900961,50916222,P1,R1,4,39,300,15,2,10,2,103,C2,2233
14207327,52007893,P1,R1,3,70,500,36,1,0,6,143,C3,2233
7642617,8235057,P8,R1,4,65,150,20,2,10,2,50,C3,2233
15456011,25129184,P1,R1,2,45,300,5,1,0,2,364,C2,2233
15460720,262642,P1,R1,2,120,120,30,1,0,2,89,C1,2233
3557105,14187471,P1,R1,2,65,200,30,2,15,2,150,C2,2233
7179929,37614081,P1,R1,2,57,250,5,1,0,1,181,C2,2233
6850908,27374474,P3,R1,4,60,500,65,1,15,5,0,C1,2233
2634865,6059636,P1,R1,2,55,200,30,1,0,1,270,C3,2233
7737227,1494800,P1,R1,8,60,800,45,3,20,2,28,C1,2233
8261102,1494800,P1,R2,1,40,150,20,2,0,2,90,C2,2233
4260835,3379739,P1,R1,1,39,200,40,1,0,3,312,C3,2233
12160893,23309487,P3,R2,2,35,200,20,1,20,2,214,C1,2233
9507583,23309487,P3,R1,8,210,500,80,6,15,4,25,C1,2233
12215386,65705056,P1,R1,4,60,600,10,2,5,2,91,C3,2233
1219009,1200185,P1,R1,2,35,250,25,1,0,2,214,C3,2233
10017397,51441289,P1,R1,2,45,300,40,1,0,2,163,C2,2233
6418567,33484304,P1,R1,6,115,350,40,1,0,3,339,C2,2233
8515458,44839038,P1,R2,2,31,200,30,2,30,5,9,C2,2233
2845527,14550892,P5,R1,3,49,200,50,2,10,4,51,C1,2233
6753988,17715213,P1,R1,6,95,400,50,4,15,2,6,C3,2233
13504075,36425876,P1,R1,4,69,300,40,2,20,7,33,C3,2233
15276101,3038111,P1,R1,4,250,800,100,1,0,20,179,C3,2233
1230712,6712362,P1,R1,4,75,300,15,4,10,3,3,C2,2233
16060612,27495629,P1,R1,5,60,450,30,1,15,2,41,C1,2233
2953964,15078244,P1,R1,2,40,500,50,1,0,2,294,C3,2233
4300128,88562,P1,R2,2,45,200,20,1,0,2,279,C1,2233
16036518,104348315,P5,R2,2,120,500,30,1,30,1,364,C2,2233
14603203,82325563,P1,R1,2,49,500,20,1,0,2,46,C1,2233
13706751,46783941,P1,R1,6,80,300,50,1,0,6,341,C1,2233
16641002,6167434,P1,R1,2,50,800,5,1,0,3,307,C1,2233
8402227,43767152,P3,R2,3,110,400,80,3,40,2,305,C2,2233
8300972,43767152,P3,R2,2,65,300,50,1,0,2,311,C2,2233
11408355,59889500,P1,R2,5,35,300,10,1,10,5,240,C3,2233
1171170,2031969,P1,R1,4,59,120,35,1,0,5,204,C2,2233
17430082,109446585,P1,R1,5,100,300,30,3,0,1,4,C3,2233
1485574,6914672,P1,R1,3,52,150,20,1,15,2,355,C2,2233
9234758,19321594,P1,R1,4,97,500,40,2,15,3,339,C1,2233
844011,3497395,P1,R1,2,45,300,55,1,0,7,202,C1,2233
9657248,26924497,P5,R1,6,138,350,35,1,0,3,296,C3,2233
3224832,16325949,P1,R1,2,70,200,40,2,0,2,271,C2,2233
16602161,29233189,P3,R1,4,75,150,30,3,10,2,310,C2,2233
3981094,10541782,P4,R2,4,100,200,20,1,12,7,128,C1,2233
3973504,10541782,P4,R2,2,100,250,25,1,12,2,48,C1,2233
3981516,10541782,P5,R2,2,100,200,25,1,12,2,47,C1,2233
2059070,10541782,P5,R1,8,210,800,70,6,10,3,120,C1,2233
16376215,103004921,P1,R1,2,40,200,25,1,0,3,305,C3,2233
7040929,3020443,P1,R1,4,75,400,20,2,15,2,363,C2,2233
13285407,6318513,P1,R2,2,58,500,15,2,10,2,0,C2,2233
15131213,55407183,P1,R1,7,120,700,50,4,12,1,163,C1,2233
4106701,3513991,P1,R1,2,49,250,20,1,0,2,11,C1,2233
13646261,5979002,P1,R1,2,40,150,12,1,0,2,14,C2,2233
4336909,19267008,P1,R1,4,80,350,30,3,0,2,338,C1,2233
11015768,57154253,P1,R1,2,75,250,36,1,0,20,96,C2,2233
5232877,13095,P1,R1,2,62,200,25,1,0,4,307,C2,2233
14195653,6180658,P1,R1,2,40,320,12,1,0,2,0,C2,2233
6232977,32340935,P1,R1,2,29,500,30,2,10,7,7,C2,2233
13491743,17882372,P1,R3,2,35,200,5,1,5,1,364,C2,2233
14174966,60982444,P1,R1,2,65,100,20,1,15,2,364,C3,2233
4702759,24310613,P1,R1,6,40,300,15,2,15,2,27,C1,2233
7669804,40268545,P1,R2,2,30,200,10,1,5,1,64,C1,2233
1141439,6259401,P1,R1,4,50,150,10,2,5,2,0,C2,2233
3181820,15919183,P1,R1,6,79,600,30,1,0,3,331,C3,2233
3168478,15919183,P1,R1,6,98,600,40,1,0,1,365,C3,2233
13147354,9782726,P1,R1,4,55,250,30,2,18,2,201,C3,2233
946194,5126818,P1,R1,4,65,350,30,1,0,2,142,C2,2233
14346035,31666263,P1,R1,6,110,400,30,4,20,1,364,C1,2233
16154987,1922419,P1,R1,2,70,300,25,2,10,3,119,C1,2233
1070274,5888840,P1,R1,3,59,90,20,2,20,1,145,C2,2233
4983973,16271192,P1,R1,4,39,200,15,1,10,10,333,C1,2233
10451090,6684010,P1,R2,1,35,100,5,1,0,1,363,C3,2233
13449851,76809532,P1,R1,4,59,200,25,1,0,4,36,C3,2233
10818445,31193471,P1,R1,2,52,250,10,1,0,4,4,C2,2233
17081670,114615301,P1,R1,2,50,93,15,1,0,2,53,C2,2233
590347,1589138,P1,R1,4,55,300,15,2,10,2,165,C1,2233
13448301,76789945,P1,R1,5,90,280,45,2,15,2,25,C3,2233
794189,1733035,P1,R1,3,45,350,35,2,25,7,139,C1,2233
17166239,4315305,P3,R2,3,50,200,30,1,0,2,359,C2,2233
11664326,46704278,P1,R1,5,110,150,80,5,10,2,87,C3,2233
1184922,6478646,P1,R1,5,100,300,40,3,30,2,259,C2,2233
16591927,1113517,P1,R1,3,45,100,45,1,0,2,280,C2,2233
5256251,15885899,P1,R1,3,72,300,20,3,0,5,278,C2,2233
13239662,18646355,P1,R1,2,60,400,25,1,0,2,180,C1,2233
1742134,9171281,P1,R1,4,48,300,40,2,55,3,299,C1,2233
9222489,47953758,P1,R1,2,55,200,35,1,0,3,335,C2,2233
6544656,34231155,P1,R1,4,35,400,30,1,5,3,365,C3,2233
16116597,12027147,P1,R2,2,40,500,10,1,0,2,89,C3,2233
16107929,12027147,P1,R1,4,60,600,30,2,0,2,104,C3,2233
8747679,45884658,P1,R1,2,60,350,65,1,0,1,350,C3,2233
1222048,3794586,P1,R2,3,30,90,16,1,10,2,365,C1,2233
6026288,24863050,P1,R1,3,55,350,15,2,15,2,2,C2,2233
4829488,24863050,P1,R2,2,30,100,10,1,10,1,335,C2,2233
2961270,11154536,P3,R1,5,210,500,50,1,0,5,83,C3,2233
526950,2589611,P1,R1,4,70,500,80,1,0,1,326,C1,2233
6699176,35066748,P1,R1,5,70,200,35,1,13,2,53,C1,2233
4742135,24477965,P1,R1,2,30,100,30,1,0,5,309,C1,2233
2644072,5276189,P1,R1,4,75,600,70,2,15,3,365,C3,2233
1341248,4272409,P1,R2,1,50,200,15,2,0,3,363,C1,2233
4794401,4272409,P1,R1,5,150,500,35,4,35,5,364,C1,2233
2129446,10863563,P1,R1,3,70,300,15,2,10,1,358,C2,2233
12372648,4875583,P1,R3,1,25,500,5,1,20,1,129,C2,2233
16283432,7773478,P1,R1,2,55,800,20,2,10,3,39,C1,2233
13851992,81806390,P1,R1,4,60,200,20,1,0,5,0,C3,2233
14047534,3052087,P1,R1,3,55,300,20,2,20,1,364,C2,2233
6021913,7162515,P1,R1,2,50,350,5,2,15,3,30,C2,2233
5888179,30579339,P1,R1,2,50,100,10,1,0,2,0,C2,2233
3508700,17666743,P1,R1,3,30,600,20,1,5,5,310,C2,2233
16308302,1653643,P1,R1,4,130,300,10,1,0,1,118,C3,2233
14537602,39279022,P1,R1,6,105,800,15,2,8,2,95,C2,2233
13704072,19892859,P1,R1,2,86,300,25,2,5,1,121,C2,2233
16855828,12251068,P1,R1,2,50,95,20,1,0,2,27,C3,2233
914727,4794201,P1,R1,7,90,800,50,5,40,4,96,C1,2233
13964862,83230255,P1,R3,4,43,252,10,2,20,1,2,C2,2233
14401658,2630252,P1,R1,2,50,100,10,1,0,2,52,C2,2233
1999340,9001414,P1,R1,4,80,200,40,2,15,4,347,C1,2233
5390117,27940877,P1,R1,2,85,300,40,1,0,1,328,C1,2233
15310619,42146469,P1,R1,2,49,300,20,1,0,1,280,C2,2233
15316411,12771217,P3,R1,6,130,800,50,1,0,2,222,C2,2233
17228290,59009728,P1,R1,2,58,300,15,1,0,2,0,C1,2233
3418867,17235977,P1,R1,2,67,350,35,2,0,3,318,C2,2233
8698175,45664043,P1,R1,4,75,400,30,2,12,2,77,C3,2233
3345357,5379157,P1,R1,2,45,300,30,2,0,3,284,C3,2233
12513129,13407160,P1,R1,2,75,300,60,1,0,12,21,C2,2233
8350987,3128885,P5,R1,5,110,500,40,2,0,2,347,C2,2233
3382760,6947774,P1,R1,5,150,400,50,1,0,6,219,C3,2233
12415569,44659342,P1,R1,2,34,500,40,1,8,2,310,C1,2233
16794397,110838280,P1,R1,4,69,400,40,2,5,3,301,C2,2233
1250251,6812738,P1,R1,2,45,300,20,1,0,4,224,C1,2233
4985425,2625217,P1,R1,3,50,100,20,1,0,2,0,C3,2233
2102336,5902712,P1,R1,4,75,300,20,1,0,3,193,C2,2233
3219174,16301660,P1,R1,2,65,250,25,2,0,2,48,C3,2233
13824010,9221062,P1,R1,2,72,200,12,1,0,1,118,C3,2233
4569409,92069,P1,R2,2,55,250,15,1,15,1,365,C1,2233
3619389,63935,P1,R1,3,60,300,15,2,0,1,269,C3,2233
14065241,84444739,P1,R1,4,100,200,40,1,0,5,58,C1,2233
2644739,4943252,P1,R1,2,55,120,25,2,10,5,268,C2,2233
11880687,63349536,P1,R1,3,50,600,25,2,15,3,115,C2,2233
9076002,38858640,P1,R2,3,35,150,15,1,10,1,0,C1,2233
9075385,38858640,P5,R1,6,70,500,30,1,10,2,2,C1,2233
678191,1102177,P1,R2,2,49,150,10,1,0,2,107,C1,2233
4604084,6753686,P1,R1,2,50,250,5,1,0,2,93,C2,2233
4785224,8735198,P1,R1,2,45,200,25,1,0,2,0,C1,2233
12062257,64617737,P1,R1,3,33,500,30,2,10,5,250,C1,2233
6248352,4021970,P1,R1,5,80,300,30,3,0,6,246,C1,2233
16384500,1785523,P1,R1,2,45,100,15,1,0,4,60,C2,2233
15543664,100012502,P1,R1,2,47,300,22,2,0,15,62,C1,2233
4666072,24141468,P1,R1,10,180,200,60,1,0,3,220,C1,2233
16084725,92932456,P1,R1,2,40,100,10,1,10,1,116,C2,2233
15671314,51840103,P1,R1,4,45,200,10,2,10,2,91,C3,2233
3722708,19016754,P1,R1,2,48,100,15,2,10,2,339,C3,2233
9643527,49864939,P1,R1,4,93,800,30,4,0,2,216,C2,2233
16104008,65202794,P1,R1,2,45,400,20,1,0,5,135,C2,2233
7005724,36724650,P1,R1,5,140,300,50,5,50,7,137,C1,2233
1894816,1626377,P1,R1,3,55,250,30,2,12,5,339,C1,2233
2961448,4032019,P1,R1,2,70,200,20,1,0,2,356,C2,2233
1257648,6850656,P1,R1,2,43,100,30,1,0,3,108,C1,2233
782434,4125975,P5,R1,5,130,200,50,1,0,7,214,C1,2233
1452725,7793545,P1,R1,4,60,200,15,2,10,2,365,C2,2233
131865,648490,P1,R1,4,60,200,15,2,8,1,287,C2,2233
1843657,9632439,P1,R1,6,64,400,15,4,20,2,40,C1,2233
5122292,26473660,P1,R1,2,49,350,25,1,0,4,1,C2,2233
15530708,99882951,P1,R2,2,30,300,15,1,10,2,35,C1,2233
13500291,77243993,P1,R1,4,45,250,60,1,0,4,0,C3,2233
4190092,6098781,P1,R1,2,50,500,20,2,0,1,61,C1,2233
13857005,81861405,P1,R1,4,48,200,28,1,0,3,4,C3,2233
12396593,14399012,P1,R1,2,60,200,20,1,0,2,363,C3,2233
16397867,3717335,P5,R1,3,95,150,29,3,15,2,40,C2,2233
4784252,24664587,P1,R1,3,40,300,20,1,0,3,61,C1,2233
11544751,60916502,P1,R1,4,80,250,25,2,20,1,364,C2,2233
15306636,97485879,P1,R1,4,50,200,30,2,10,2,2,C2,2233
886386,4698852,P1,R1,4,90,500,20,2,35,3,114,C1,2233
6906021,24523348,P1,R1,2,45,500,12,1,0,2,98,C2,2233
4501109,23343707,P1,R1,2,60,400,20,1,10,2,355,C1,2233
11450857,57885373,P1,R1,4,50,200,10,2,20,2,74,C2,2233
2633248,13484610,P1,R1,4,109,400,30,1,0,3,0,C1,2233
7595578,39219563,P1,R1,2,60,500,20,1,0,2,163,C1,2233
11807880,27954026,P1,R1,4,65,200,5,2,15,1,64,C3,2233
14327583,7414775,P1,R1,2,50,500,15,1,0,2,355,C1,2233
12883315,9012392,P1,R1,4,64,150,30,2,9,2,248,C2,2233
6565992,1109075,P1,R1,3,45,150,15,2,10,2,36,C1,2233
708085,3641055,P1,R1,2,45,150,30,2,0,7,26,C2,2233
10564539,54492264,P1,R1,2,42,250,10,1,0,2,315,C3,2233
3369110,13318248,P1,R1,2,50,200,45,1,0,15,63,C1,2233
7256442,5518467,P1,R1,2,45,800,25,1,0,2,89,C2,2233
4487123,23280550,P1,R1,4,90,250,15,1,0,5,94,C3,2233
13872916,78493247,P1,R1,2,59,300,10,1,0,2,88,C1,2233
14104219,2565433,P1,R1,5,55,300,40,1,0,7,45,C3,2233
2901408,9308149,P1,R1,3,45,150,15,2,5,1,320,C2,2233
12139505,30893564,P1,R1,4,100,300,40,2,10,3,0,C2,2233
10153380,21190686,P6,R1,4,65,200,50,2,10,5,124,C2,2233
10585342,40153375,P1,R1,4,69,400,80,1,0,5,339,C1,2233
4405991,11353952,P1,R1,4,37,150,15,2,10,2,11,C2,2233
6113814,4590944,P1,R1,2,38,250,30,1,20,2,187,C1,2233
12517106,10188241,P1,R1,2,32,93,9,1,0,1,268,C1,2233
16600841,10188241,P1,R1,4,50,150,10,3,0,1,200,C1,2233
440985,2191103,P1,R1,4,90,200,40,3,0,3,262,C1,2233
1067568,5874403,P1,R1,2,70,700,35,1,0,5,348,C2,2233
3430199,4688214,P1,R2,2,42,450,28,1,0,2,206,C1,2233
6230842,32326860,P1,R1,2,48,350,25,1,0,3,19,C2,2233
190558,920619,P3,R1,2,60,150,12,1,0,1,364,C2,2233
7850639,41369007,P1,R1,2,55,500,15,1,0,2,146,C3,2233
5159729,19461810,P1,R1,5,55,500,20,2,10,2,124,C1,2233
4508134,7927412,P1,R1,2,32,250,30,1,0,4,343,C1,2233
989228,5430538,P1,R1,4,73,400,40,2,20,2,169,C1,2233
2170489,11072508,P1,R1,5,95,300,40,4,20,4,222,C1,2233
1572496,7321234,P1,R1,3,45,600,30,1,5,4,86,C1,2233
2472530,12644607,P1,R1,2,75,200,20,1,0,2,279,C3,2233
13069285,3713915,P1,R1,3,33,300,30,2,10,2,100,C3,2233
5333807,27641652,P1,R1,2,60,300,30,2,0,2,291,C2,2233
16583279,66726864,P1,R1,4,50,739,18,2,20,1,67,C2,2233
5910831,2789882,P1,R1,4,60,500,40,2,20,2,143,C1,2233
2636558,4444671,P1,R1,6,95,500,20,4,10,2,129,C3,2233
16785831,111515902,P1,R1,2,59,200,20,1,0,3,58,C2,2233
5573054,13838385,P1,R1,2,50,400,25,2,0,3,94,C1,2233
3520211,13097093,P1,R1,4,75,350,27,1,0,4,19,C2,2233
1231781,6767392,P1,R1,4,60,500,7,2,15,1,307,C2,2233
797196,4198831,P1,R1,3,55,100,50,2,20,3,78,C1,2233
13231529,23185430,P5,R1,2,59,300,5,1,0,7,0,C2,2233
631325,3066150,P1,R1,2,70,500,10,1,0,2,292,C2,2233
8184219,41490169,P1,R1,4,75,200,30,2,10,2,312,C3,2233
13131109,70795476,P3,R1,6,150,300,40,4,10,2,2,C2,2233
16801287,17113444,P3,R2,2,59,300,15,1,0,3,20,C3,2233
1355843,7358988,P1,R2,2,40,250,25,1,10,1,365,C2,2233
10114318,4640964,P1,R1,2,44,300,5,1,20,3,32,C2,2233
8838209,25332858,P1,R2,2,60,500,15,1,0,1,315,C3,2233
13121877,63062908,P1,R1,2,55,200,20,3,10,2,0,C2,2233
13555114,33106249,P1,R1,2,40,756,15,1,0,2,37,C3,2233
13257800,15140769,P1,R2,2,35,250,5,1,0,2,13,C2,2233
12598759,23239905,P1,R2,2,35,100,5,1,5,2,90,C3,2233
14353960,87982300,P9,R2,2,55,90,5,1,5,1,365,C2,2233
3452195,11776343,P1,R2,2,33,200,12,1,14,2,273,C3,2233
13168429,73570797,P1,R1,6,93,200,5,1,0,1,6,C3,2233
3495266,17507514,P1,R1,4,60,100,20,1,0,5,11,C1,2233
5666541,2796242,P1,R1,2,70,150,22,1,0,3,53,C1,2233
5360837,19880937,P5,R1,2,55,350,20,1,0,3,154,C3,2233
94711,505518,P1,R1,2,50,500,30,1,25,7,358,C1,2233
10629543,53900829,P1,R1,2,60,200,20,2,0,1,30,C2,2233
17918684,16489232,P1,R1,4,40,92,15,1,0,2,78,C2,2233
5688998,4577177,P1,R1,2,80,150,20,2,0,2,292,C2,2233
9666289,30225723,P1,R1,5,100,300,40,1,0,3,31,C2,2233
245027,1285443,P1,R1,3,73,100,40,3,0,2,287,C1,2233
1561788,3211669,P1,R3,2,31,300,10,1,0,1,79,C2,2233
6088272,1601682,P1,R1,4,55,300,20,1,0,4,0,C2,2233
61016,295001,P1,R1,8,150,500,50,4,35,2,365,C1,2213
56662,268825,P1,R1,5,150,747,35,3,5,3,167,C2,2213
111155,569938,P1,R1,2,50,150,20,1,0,6,112,C2,2213
3462966,17448775,P1,R1,2,70,400,15,1,0,7,61,C2,2217
16626,64627,P1,R2,4,100,200,40,1,20,5,42,C1,2227
6010131,19530737,P1,R1,2,57,300,5,1,0,3,99,C2,2231
1679784,2267783,P1,R1,4,79,300,20,2,15,2,147,C2,2231
5220474,19367939,P1,R1,2,120,400,20,1,20,1,362,C1,2231
9330699,45078863,P1,R1,3,125,200,45,2,20,4,155,C2,4191
5799988,16207404,P1,R2,2,95,500,15,1,0,1,177,C2,4191
7148831,10759199,P5,R1,4,80,500,30,2,40,5,258,C1,4191
3204751,4989521,P1,R1,4,105,600,60,2,10,3,164,C1,4191
2221723,11292021,P1,R1,5,140,200,50,4,25,7,217,C1,3340
6690013,8349434,P1,R2,2,70,500,20,1,25,2,360,C1,3340
863566,2131810,P1,R1,2,44,90,26,1,0,1,321,C1,3340
3930509,20362421,P1,R1,4,159,600,60,1,0,1,215,C1,3340
85761,470263,P1,R1,2,85,250,25,1,0,5,365,C1,2236
37910,30484,P1,R1,3,47,187,9,2,9,7,0,C1,3345
14897,58619,P1,R1,4,130,500,25,3,0,4,277,C1,3345
21004,79843,P1,R1,5,190,500,50,4,50,2,295,C1,4961
124104,619344,P1,R1,3,33,100,35,2,8,3,193,C1,4961
118731,599491,P1,R1,3,49,200,40,2,30,3,63,C1,6331
33352,142001,P1,R1,6,149,350,60,4,0,2,7,C2,6331
303699,261483,P1,R1,3,85,250,50,2,10,2,284,C1,2241
5166481,9826429,P1,R1,3,170,300,50,1,0,3,161,C1,2241
14380314,42854020,P1,R2,1,30,200,50,1,0,2,267,C3,1199
4402971,4664182,P1,R1,6,61,100,50,2,12,1,96,C1,1199
7448287,550222,P1,R1,2,70,200,20,1,0,3,145,C1,1199
18523824,39956410,P8,R2,2,22,100,5,1,15,2,9,C3,1199
8904072,955894,P1,R1,2,62,150,15,1,0,2,29,C1,1199
3722623,3834025,P1,R2,2,20,85,28,1,13,2,236,C3,1199
1794838,5328939,P1,R2,1,55,400,15,1,10,7,315,C1,1199
14807731,1482081,P5,R1,8,49,250,40,1,15,2,272,C1,1199
12360912,7372635,P1,R1,6,28,100,15,1,6,2,102,C1,1199
6789487,32189202,P1,R2,2,30,100,20,1,6,5,2,C1,1199
4834947,23564593,P1,R2,1,31,100,10,1,15,1,46,C3,1199
3128036,1289581,P1,R1,5,123,150,40,5,25,4,9,C1,1199
14154238,54231522,P3,R1,6,170,500,30,6,15,1,35,C2,2244
14179571,54231522,P3,R2,2,50,500,10,1,0,1,77,C2,2244
14178730,54231522,P3,R2,2,50,500,10,1,0,1,83,C2,2244
11413835,11725098,P3,R2,2,45,105,12,1,25,1,354,C1,2244
17423956,17406846,P3,R2,2,40,100,10,1,0,1,343,C2,2244
2753593,12643807,P1,R1,6,114,200,70,1,0,2,182,C1,3503
2264817,4474728,P1,R1,6,80,150,55,4,8,3,27,C1,2272
